id,organization,job_role,location,contacts,applied_dates,remarks,status,category,count,username_password,created_at
278,InductiveBio,,,,2026-02-02,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
279,InflectionAI,,,,2026-03-30,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
280,Instacart,,,,2026-02-06,,Applied,Fulltime,4,,2026-04-28 21:26:17.264805
281,Intel,,,,2026-04-22,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
282,Intercom,,,,2026-02-22,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
283,Intuit,,,,2026-02-08,,Applied,Fulltime,12,B!un1u#2%!516@$,2026-04-28 21:26:17.264805
284,Intuitive,,,,2026-04-18,,Rejected,Fulltime,3,,2026-04-28 21:26:17.264805
285,Ipsos,,,,2026-01-20,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
286,Ironclad,https://jobs.ashbyhq.com/ironcladhq/186a9b25-0d54-43d9-a637-c54208dbe415/application,,,2025-09-28,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
287,JP Morgan Chase,,,,2025-09-05,,Rejected,Fulltime,13,7 Rejected,2026-04-28 21:26:17.264805
288,JaneStreet,,,,2025-09-06,,Applied,Fulltime,4,,2026-04-28 21:26:17.264805
289,Janicki,,,,2026-04-18,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
290,Jerry,,,,2026-03-12,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
291,Johnson Controls,,,,2026-04-23,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
292,Judi Health*,,,,2026-02-02,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
293,Jump Trading,https://www.jumptrading.com/careers/7141699/,NYC,,2025-08-18,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
294,KLA,,,,2026-01-04,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
295,Kalshi,,,,2026-04-19,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
296,Kalviyo,,,,2026-02-09,,Rejected,Fulltime,5,,2026-04-28 21:26:17.264805
297,Kaseya,,,,2026-01-19,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
298,Kia Motors,,,,2026-02-20,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
299,Kickoff,,,,2026-03-08,,Applied,Fulltime,9,,2026-04-28 21:26:17.264805
300,Kion Group,,,,2026-04-14,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
301,Klarna,,Europe,,2026-02-06,,Rejected,Fulltime,7,,2026-04-28 21:26:17.264805
302,Klaviyo,,,,2026-04-20,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
303,Kodiak,https://job-boards.greenhouse.io/kodiak/jobs/4009494009,,,2025-09-19,,Rejected,Fulltime,5,,2026-04-28 21:26:17.264805
304,Kohls,,,,2026-04-16,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
305,Komodo Health,,,,2026-02-13,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
306,Labelbox*,,,,2026-02-02,,Rejected,Fulltime,7,,2026-04-28 21:26:17.264805
307,Lam Research,,,,2026-03-21,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
308,LangChain,https://jobs.ashbyhq.com/langchain/c75915ba-a32b-4e17-873d-19b47564170d/application?embed=js,,,2025-09-14,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
309,Latent,,,,2026-04-14,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
310,Lazard,,,,2026-01-05,,Applied,Fulltime,1,Bunu#22122402%@$,2026-04-28 21:26:17.264805
311,Leap Tools,,,,2026-04-03,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
312,Lennox,,,,2026-03-06,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
313,Lenovo,https://jobs.lenovo.com/en_US/careers/JobDetail?jobId=71031,,,2025-11-13,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
314,LexisNexis,,,,2025-11-24,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
315,LightCast,,,,2026-03-08,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
316,Lime,https://www.li.me/about/careers,,,2025-11-24,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
317,Lincare,,,,2026-03-15,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
318,Lincon Financial,,,,2026-03-02,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
319,LiquidAI,,,,2026-02-19,,Applied,Fulltime,6,,2026-04-28 21:26:17.264805
320,Listen Labs,,,,2026-04-19,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
321,LivePerson,,,,2026-03-06,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
322,Loenbro,,,,2026-03-23,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
323,LogicMonitor*,,,,2026-02-05,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
324,Loop,https://www.loop.com/company/careers#open-roles,,,2025-09-18,,Rejected,Fulltime,4,,2026-04-28 21:26:17.264805
325,Lucidya,,Riyadh,,2026-02-01,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
326,LumaAI,,,,2026-01-06,,Applied,Fulltime,5,,2026-04-28 21:26:17.264805
327,Lyft,,,,2026-03-05,,Rejected,Fulltime,17,,2026-04-28 21:26:17.264805
328,MAI,,,,2026-01-28,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
329,MSCI,,8 in India,,2025-11-13,,Applied,Fulltime,12,,2026-04-28 21:26:17.264805
330,Machinify,,,,2026-03-24,,Applied,Fulltime,6,,2026-04-28 21:26:17.264805
331,Magnite,,,,2026-02-01,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
332,Manulife,,,,2026-01-27,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
333,Mariana Minerals,,,,2026-02-11,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
334,Marmon Holdings,,,,2026-03-24,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
335,Masimo,,,,2026-03-29,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
336,Mastercard,,,,2026-03-24,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
337,McKinsey,,,,2026-03-08,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
338,Meltwater,,,,2026-03-05,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
339,Mercedes Benz,,Malaysia,,2026-02-01,,Rejected,Fulltime,2,Bunu#19283@$,2026-04-28 21:26:17.264805
340,Merlin Labs,,,,2026-04-19,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
341,Meta,,,,2026-01-22,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
342,Metropolis,,,,2026-04-13,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
343,Micron,,,Bhavishya Bhaiya,2026-03-04,,Rejected,Fulltime,6,,2026-04-28 21:26:17.264805
344,Microsoft,,,,2025-09-03,,Rejected,Fulltime,3,2 Rejected,2026-04-28 21:26:17.264805
345,Mirage,,,,2026-02-04,,Rejected,Fulltime,6,,2026-04-28 21:26:17.264805
346,Mistral,,,,2026-02-22,,Rejected,Fulltime,7,,2026-04-28 21:26:17.264805
347,Mitek,,,,2026-03-05,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
348,Modern Amenities,,,,2026-04-02,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
349,Modular,,,,2026-02-13,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
350,Mojang,,,,2025-09-14,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
351,Moloco,,,,2025-12-08,,Rejected,Fulltime,11,,2026-04-28 21:26:17.264805
352,Moondream AI,,,,2026-03-04,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
353,MorningStar*,,,,2026-03-01,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
354,Moveworks*,,,,2026-02-03,,Applied,Fulltime,4,,2026-04-28 21:26:17.264805
355,Mozilla,,,,2026-04-03,,Rejected,Fulltime,3,,2026-04-28 21:26:17.264805
356,Murphy USA,,,,2026-04-20,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
357,Mutual of Omaha,,,,2026-03-30,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
358,N-Able*,,,,2026-03-15,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
359,NBCUniversal,,,,2026-04-16,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
360,NVIDIA,,,Aditi Di,2026-01-22,,Applied,Fulltime,6,,2026-04-28 21:26:17.264805
361,Nasdaq,,,,2026-03-12,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
362,National Interstate,,,,2026-03-26,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
363,Navy Federal,,,,2026-01-13,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
364,Netomi,,India,,2026-02-19,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
365,New York Life,,,,2026-02-10,,Rejected,Fulltime,4,,2026-04-28 21:26:17.264805
366,NewsBreak,,,,2026-04-03,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
367,NextEra Energies,,,,2026-04-27,,Rejected,Fulltime,4,,2026-04-28 21:26:17.264805
368,Nextdoor,https://about.nextdoor.com/careers-list/?gh_jid=5584158,,,2025-09-06,,Rejected,Fulltime,6,,2026-04-28 21:26:17.264805
369,Niron Magnetics,,,,2026-04-12,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
370,Nomic,,,,2026-02-19,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
371,Nooks*,,,,2026-03-21,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
372,Nordstrom,,,,2026-01-06,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
373,Norm AI,https://jobs.ashbyhq.com/norm-ai/863bc8ca-aa4f-4f84-904e-a1ec7e3f2ff4,,,2025-12-08,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
374,Nothern Trust,,,,2026-04-12,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
375,Nuro,https://www.nuro.ai/careersitem?gh_jid=5434059,,,2025-09-14,,Applied,Fulltime,7,,2026-04-28 21:26:17.264805
376,Nutanix,,,,2026-01-12,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
377,Octus,,,,2026-02-25,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
378,Oden Technologies*,,,,2026-02-02,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
379,OneMagnify,,,,2026-04-08,,Rejected,Fulltime,5,,2026-04-28 21:26:17.264805
380,OneMain Financial,,,,2026-04-16,,Rejected,Fulltime,4,,2026-04-28 21:26:17.264805
381,Onto Innovations,,,,2026-02-12,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
382,Opendoor,,,,2026-02-20,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
383,Operio,,,,2026-03-09,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
384,Optum,,,Anant Sir,2026-02-03,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
385,OpusClip,https://jobs.ashbyhq.com/opusclip/41e2464a-42fd-43db-bec7-910763904887?employmentType=FullTime&locationId=f4f88eed-6415-4d0d-a5b6-cc58355f1246,,,2025-09-16,,Rejected,Fulltime,3,,2026-04-28 21:26:17.264805
386,Oracle,,,,2026-01-24,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
387,Orchard Robotics,,,,2026-02-17,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
388,Oscar*,,,,2026-02-17,,Rejected,Fulltime,10,,2026-04-28 21:26:17.264805
389,OtterAI*,,,,2026-02-18,,Rejected,Fulltime,3,,2026-04-28 21:26:17.264805
390,Oversight,,,,2026-04-13,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
391,Pairwise,,,,2026-03-07,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
392,Pangram*,,,,2026-02-13,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
393,Parafin,,,,2025-09-19,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
394,Parallel,,,,2026-02-22,,Applied,Fulltime,4,,2026-04-28 21:26:17.264805
395,Parallel Rail,,,,2026-03-23,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
396,Path Robotics,,,,2026-04-19,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
397,PathAI,,,,2026-02-05,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
398,Pave,,,,2026-02-25,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
399,Paypal,,,,2025-11-05,,Applied,Fulltime,4,,2026-04-28 21:26:17.264805
400,Payscale,,,,2026-01-15,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
401,Pepsico,,,,2026-03-11,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
402,Percepta,,,,2026-02-01,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
403,Peregrine,,,,2026-02-06,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
404,Permian Resources,,,,2026-03-05,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
405,Phia,,,,2026-04-25,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
406,Physicx,https://www.physicsx.ai/careers,,,2025-12-08,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
407,Pindrop,,,,2026-02-02,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
408,Pinterest,,,,2026-01-20,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
409,Pitchbook*,,,,2026-02-01,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
410,Plaid,,,,2025-11-30,,Rejected,Fulltime,5,,2026-04-28 21:26:17.264805
411,Planview,,,,2026-03-17,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
412,PlusAI,,,,2026-04-08,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
413,Pogo,,,,2026-04-19,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
414,Point72,,,,2026-02-19,,Rejected,Fulltime,20,,2026-04-28 21:26:17.264805
415,Possible Finance,,,,2026-03-24,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
416,Postman,,,,2026-02-22,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
417,Profound,,,,2026-04-06,,Applied,Fulltime,14,,2026-04-28 21:26:17.264805
418,Prolific,https://job-boards.eu.greenhouse.io/prolific/jobs/4558342101,,,2025-09-06,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
419,Promise,,,,2025-10-31,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
420,Prophecy,https://job-boards.greenhouse.io/prophecysimpledatalabs/jobs/4876131007,,,2025-09-18,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
421,Prosper,,,,2026-03-11,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
422,Protégé,,,,2026-03-29,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
423,PurePower*,,,,2026-02-02,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
424,Pyannote AI,,Paris,,2026-03-03,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
425,Qloo,,,,2026-04-16,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
426,Qualcomm,,,,2026-03-29,,Rejected,Fulltime,9,,2026-04-28 21:26:17.264805
427,Qualified Health,,,,2026-04-22,,Applied,Fulltime,5,,2026-04-28 21:26:17.264805
428,Quantcast,,,,2025-09-18,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
429,Quantifi,,,,2026-04-11,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
430,Quantified,,,,2026-02-09,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
431,Quantifind,,,,2026-03-07,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
432,Quantiphi,,,,2026-04-24,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
433,Quid,,,,2026-03-17,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
434,Quilter,,,,2026-02-22,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
435,Quora,,,,2026-01-15,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
436,Qventus,,,,2026-04-25,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
437,RAPP,,,,2026-03-08,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
438,RBC,,,,2026-03-04,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
439,Radian,,,,2025-09-07,,Rejected,Fulltime,3,,2026-04-28 21:26:17.264805
440,Raptive*,,,,2026-02-18,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
441,Rational Dynamics,,,,2026-03-26,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
442,RedBull PU,,,Hardik,2025-11-18,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
443,RedHat,,,,2026-01-20,,Rejected,Fulltime,5,,2026-04-28 21:26:17.264805
444,Reddit,,,,2026-02-06,,Rejected,Fulltime,4,,2026-04-28 21:26:17.264805
445,Reducto*,,,,2026-04-12,,Applied,Fulltime,5,,2026-04-28 21:26:17.264805
446,Redwood,,,,2026-04-03,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
447,Reever*,,,,2026-04-14,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
448,Replit,,,,2025-10-31,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
449,Resolve AI,,,,2026-02-13,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
450,Revalize,,,,2026-03-17,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
451,Revolut,,Europe,,2026-02-22,,Rejected,Fulltime,5,,2026-04-28 21:26:17.264805
452,Rillet,,,,2026-02-18,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
453,Roe,,,,2026-01-03,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
454,Rokt,,,,2025-11-10,,Applied,Fulltime,4,,2026-04-28 21:26:17.264805
455,Roku,,,,2026-01-21,,Rejected,Fulltime,3,,2026-04-28 21:26:17.264805
456,Root,,,,2026-03-11,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
457,Roper,,,,2026-03-09,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
458,Rover.com,,,,2025-10-31,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
459,Rubrik,,,,2026-03-03,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
460,Rush Enterprise,,,,2026-04-22,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
461,SAP,,,,2026-04-23,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
462,SSI,,,,2025-12-30,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
463,Sage Care Inc,,,,2026-04-08,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
464,Salesforce,,,Jyotika,2026-01-01,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
465,Salient,,,,2026-02-11,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
466,Sandbar,,,,2026-04-14,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
467,Saviynt,,,,2026-02-15,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
468,ScaleAI,,,,2025-11-24,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
469,Scowtt,,,,2026-01-27,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
470,Scribd Inc,,,,2026-03-26,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
471,Seagate,,,,2026-03-04,,Applied,Fulltime,1,Bunu#22122,2026-04-28 21:26:17.264805
472,Seismic,,,,2026-03-13,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
473,Semgrep,,,,2026-02-05,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
474,SewerAI,,,,2026-03-11,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
475,Shepherd,,,,2026-04-05,,Rejected,Fulltime,3,,2026-04-28 21:26:17.264805
476,Shift,,"France, Japan, Singapore",,2026-02-01,,Rejected,Fulltime,3,,2026-04-28 21:26:17.264805
477,ShipERP,,,,2026-03-15,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
478,Shipt,,,,2026-01-28,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
479,Siemens,,,,2026-02-02,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
480,SiriusXM,,,,2026-03-17,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
481,Siro,,,,2026-02-22,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
482,SkildAI,https://www.skild.ai/career,,,2025-11-05,,Applied,Fulltime,12,,2026-04-28 21:26:17.264805
483,Skydio*,,,,2026-02-13,,Applied,Fulltime,4,,2026-04-28 21:26:17.264805
484,Skyworks,,,,2026-03-06,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
485,Slack,,,,2026-02-03,,Rejected,Fulltime,7,,2026-04-28 21:26:17.264805
486,Slingshot AI,,,,2026-02-02,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
487,Snap,,,,2025-09-04,,Rejected,Fulltime,3,,2026-04-28 21:26:17.264805
488,SnorkelAI,,,,2026-04-25,,Rejected,Fulltime,8,,2026-04-28 21:26:17.264805
489,Snowflake,,,,2026-02-06,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
490,SoFi,,,,2026-04-18,,Rejected,Fulltime,3,,2026-04-28 21:26:17.264805
491,Sonatus*,,,,2026-03-04,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
492,Sony Interactive,https://careers.playstation.com/machine-learning-engineer-ii-search/job/5664044004,,,2025-11-08,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
493,SoundCloud,,,,2026-04-23,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
494,Spade,,,,2026-02-02,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
495,Spellbrush,,,,2026-03-01,,Applied,Fulltime,0,,2026-04-28 21:26:17.264805
496,Sphere,,,,2026-03-03,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
497,Spotify,,,,2025-09-04,,Applied,Fulltime,8,,2026-04-28 21:26:17.264805
498,Spring Health,,,,2026-03-28,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
499,Starbucks,,,,2026-03-15,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
500,State Street,,,,2026-02-23,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
501,Stepstone,,,,2026-01-28,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
502,Strava,,,,2026-02-05,,Rejected,Fulltime,4,,2026-04-28 21:26:17.264805
503,Stripe,,,,2026-01-31,,Rejected,Fulltime,5,,2026-04-28 21:26:17.264805
504,Stryker,,,,2026-02-08,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
505,Supernova,,,,2026-02-13,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
506,Susquehanna,,,,2026-02-08,,Applied,Fulltime,6,,2026-04-28 21:26:17.264805
507,Syngenta,,,,2026-03-09,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
508,Sysco,,,,2026-02-20,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
509,SystImmune,,,,2026-03-03,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
510,T Mobile,,,,2025-09-04,,Rejected,Fulltime,5,,2026-04-28 21:26:17.264805
511,Tailored Brands,,,,2026-04-15,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
512,Talroo,,,,2026-02-05,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
513,Target,,,,2026-03-02,,Rejected,Fulltime,3,,2026-04-28 21:26:17.264805
514,Tatari,,,,2026-01-18,,Rejected,Fulltime,4,,2026-04-28 21:26:17.264805
515,Tavern*,,,,2026-03-11,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
516,Teads,,Solvenia,,2026-02-22,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
517,Tempus,,,,2026-01-18,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
518,Terra AI,,,,2026-04-18,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
519,TestSprite,,,,2026-04-16,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
520,Texas Instruments,,,,2026-02-08,,Rejected,Fulltime,3,,2026-04-28 21:26:17.264805
521,The Aspen Group,,,,2026-03-30,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
522,The Trade Desk,,,,2026-02-04,,Applied,Fulltime,5,,2026-04-28 21:26:17.264805
523,Thermo Fisher,,,,2026-01-12,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
524,Thomson Reuters,https://careers.thomsonreuters.com/us/en/c/technology-careers-jobs?s=1,,,2026-04-29,,Applied,Fulltime,11,,2026-04-28 21:26:17.264805
525,Thorne,,,,2026-03-17,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
526,Thoughtworks,,Singapore,,2026-01-05,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
527,TikTok,https://lifeattiktok.com/search/7534982208201984274,,,2025-09-03,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
528,Tinder,,,,2026-02-20,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
529,TogetherAI,https://job-boards.greenhouse.io/togetherai/jobs/4835315007,,,2025-09-04,,Rejected,Fulltime,3,1 Rejected,2026-04-28 21:26:17.264805
530,Torc Robotics,,,,2026-03-04,,Rejected,Fulltime,5,,2026-04-28 21:26:17.264805
531,TotalEnergies*,,,,2026-04-26,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
532,Toyota,,,,2026-02-03,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
533,Traackr,,,,2026-03-30,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
534,TransUnion,,,,2025-11-08,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
535,Travellers,,,,2025-10-12,,Rejected,Fulltime,4,,2026-04-28 21:26:17.264805
536,Traversal,,,,2026-02-05,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
537,Treeswift,,,,2026-03-03,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
538,TrellisAI,,,,2026-03-17,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
539,Trinity,,,,2026-04-20,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
540,Triplelift*,,,,2026-04-20,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
541,Triumph.gg,,,,2026-04-05,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
542,Trulioo,,,,2026-03-05,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
543,Trustpilot,,Europe,,2026-02-22,,Rejected,Fulltime,3,,2026-04-28 21:26:17.264805
544,Tubi*,,,,2026-01-31,,Rejected,Fulltime,3,,2026-04-28 21:26:17.264805
545,Turquoise,,,,2026-02-11,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
546,Twelve Labs,,,,2026-02-22,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
547,Twitch,,,,2025-10-04,,Rejected,Fulltime,4,2 Rejected,2026-04-28 21:26:17.264805
548,TwoSigma,,,,2025-11-10,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
549,UJET.cx,,,,2026-04-13,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
550,Uber,,,,2025-11-10,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
