id,organization,job_role,location,contacts,applied_dates,remarks,status,category,count,username_password,created_at
262,Mariana Minerals,,,,2026-02-11,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
263,Turquoise,,,,2026-02-11,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
264,Fal AI,,,,2026-02-11,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
265,Hippocratic AI,,,,2026-02-11,,Rejected,Fulltime,3,,2026-05-09 13:21:12.153358
266,Unconventional AI,,,,2026-02-11,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
267,Onto Innovations,,,,2026-02-12,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
268,General Motors,,,,2026-02-12,,Rejected,Fulltime,4,,2026-05-09 13:21:12.153358
269,HouseCall Pro,,,,2026-02-12,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
270,Citadel,,,,2026-02-12,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
271,Pangram*,,,,2026-02-13,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
272,Etsy,,,,2026-02-13,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
273,Supernova,,,,2026-02-13,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
274,Cedar,,,,2026-02-13,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
275,Skydio*,,,,2026-02-13,,Applied,Fulltime,4,,2026-05-09 13:21:12.153358
276,Current,,,,2026-02-13,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
277,Komodo Health,,,,2026-02-13,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
278,Abridge,,,,2026-02-13,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
279,a16z,,,,2026-02-13,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
280,Resolve AI,,,,2026-02-13,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
281,Modular,,,,2026-02-13,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
282,HealthStream,,,,2026-02-14,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
283,Saviynt,,,,2026-02-15,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
284,Chime,,,,2026-02-15,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
285,Fitch Group,,Few in UK,,2026-02-15,,Applied,Fulltime,6,,2026-05-09 13:21:12.153358
286,Oscar*,,,,2026-02-17,,Applied,Fulltime,10,,2026-05-09 13:21:12.153358
287,Orchard Robotics,,,,2026-02-17,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
288,XiFin Inc,,,,2026-02-18,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
289,HomeKey,,,,2026-02-18,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
290,Freshworks,,,,2026-02-18,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
291,Rillet,,,,2026-02-18,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
292,Vevo*,,,,2026-02-18,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
293,Raptive*,,,,2026-02-18,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
294,OtterAI*,,,,2026-02-18,,Rejected,Fulltime,3,,2026-05-09 13:21:12.153358
295,American Airlines,,,,2026-02-18,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
296,Acorns,,,,2026-02-18,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
297,Nomic,,,,2026-02-19,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
298,Weaviate,,,,2026-02-19,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
299,DataLabs,,,,2026-02-19,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
300,Netomi,,India,,2026-02-19,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
301,Point72,,,,2026-02-19,,Rejected,Fulltime,20,,2026-05-09 13:21:12.153358
302,AQR,,,,2026-02-19,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
303,LiquidAI,,,,2026-02-19,,Applied,Fulltime,6,,2026-05-09 13:21:12.153358
304,Varonis,,,,2026-02-19,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
305,Sysco,,,,2026-02-20,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
306,Doordash,,,,2026-02-20,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
307,Tinder,,,,2026-02-20,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
308,Kia Motors,,,,2026-02-20,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
309,Opendoor,,,,2026-02-20,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
310,Revolut,,Europe,,2026-02-22,,Rejected,Fulltime,5,,2026-05-09 13:21:12.153358
311,Fireworks AI,,,,2026-02-22,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
312,Quilter,,,,2026-02-22,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
313,Twelve Labs,,,,2026-02-22,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
314,Siro,,,,2026-02-22,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
315,Mistral,,,,2026-02-22,,Rejected,Fulltime,7,,2026-05-09 13:21:12.153358
316,Datadog,,,,2026-02-22,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
317,Teads,,Solvenia,,2026-02-22,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
318,Trustpilot,,Europe,,2026-02-22,,Rejected,Fulltime,3,,2026-05-09 13:21:12.153358
319,Intercom,,,,2026-02-22,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
320,Parallel,,,,2026-02-22,,Applied,Fulltime,4,,2026-05-09 13:21:12.153358
321,Postman,,,,2026-02-22,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
322,State Street,,,,2026-02-23,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
323,Zoom,,,,2026-02-25,,Rejected,Fulltime,4,,2026-05-09 13:21:12.153358
324,CoRover AI,,India,,2026-02-25,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
325,Pave,,,,2026-02-25,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
326,Octus,,,,2026-02-25,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
327,WSP,,,,2026-03-01,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
328,Avathon*,,,,2026-03-01,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
329,MorningStar*,,,,2026-03-01,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
330,Spellbrush,,,,2026-03-01,,Applied,Fulltime,0,,2026-05-09 13:21:12.153358
331,Anyscale*,,1 India,,2026-03-01,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
332,Amazon,,,,2026-03-02,,Rejected,Fulltime,7,5 Rejected,2026-05-09 13:21:12.153358
333,Lincon Financial,,,,2026-03-02,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
334,Hapag Lloyd*,,,,2026-03-02,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
335,Target,,,,2026-03-02,,Rejected,Fulltime,3,,2026-05-09 13:21:12.153358
336,Walmart,,,,2026-03-02,,Rejected,Fulltime,23,,2026-05-09 13:21:12.153358
337,Waystar,,,,2026-03-03,,Rejected,Fulltime,12,6 Rejected,2026-05-09 13:21:12.153358
338,Sphere,,,,2026-03-03,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
339,SystImmune,,,,2026-03-03,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
340,GlobalLogic,,,,2026-03-03,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
341,Treeswift,,,,2026-03-03,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
342,Dopple,,,,2026-03-03,,Applied,Fulltime,4,,2026-05-09 13:21:12.153358
343,Afresh,,,,2026-03-03,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
344,Genmo,,,,2026-03-03,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
345,Pyannote AI,,Paris,,2026-03-03,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
346,Rubrik,,,,2026-03-03,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
347,Moondream AI,,,,2026-03-04,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
348,Cambridge Mobile Telematics,,,,2026-03-04,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
349,Sonatus*,,,,2026-03-04,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
350,HMH*,,,,2026-03-04,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
351,RBC,,,,2026-03-04,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
352,Seagate,,,,2026-03-04,,Applied,Fulltime,1,Bunu#22122,2026-05-09 13:21:12.153358
353,Torc Robotics,,,,2026-03-04,,Rejected,Fulltime,5,,2026-05-09 13:21:12.153358
354,Micron,,,Bhavishya Bhaiya,2026-03-04,,Rejected,Fulltime,6,,2026-05-09 13:21:12.153358
355,HPIQ,,,,2026-03-05,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
356,Meltwater,,,,2026-03-05,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
357,Unison,,,,2026-03-05,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
358,Mitek,,,,2026-03-05,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
359,Generac,,,,2026-03-05,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
360,Permian Resources,,,,2026-03-05,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
361,Bank United,,,,2026-03-05,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
362,Best Egg,,,,2026-03-05,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
363,Lyft,,,,2026-03-05,,Rejected,Fulltime,17,,2026-05-09 13:21:12.153358
364,FedEx,,,,2026-03-05,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
365,Upstart,,,,2026-03-05,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
366,Trulioo,,,,2026-03-05,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
367,Aarki,,,,2026-03-05,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
368,Discord,,,,2026-03-05,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
369,LivePerson,,,,2026-03-06,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
370,Worldpay,,,,2026-03-06,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
371,GSK,,,,2026-03-06,,Rejected,Fulltime,3,,2026-05-09 13:21:12.153358
372,Bevi,,,,2026-03-06,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
373,Lennox,,,,2026-03-06,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
374,HaydenAI,,,,2026-03-06,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
375,Horace Mann,,,,2026-03-06,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
376,Skyworks,,,,2026-03-06,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
377,Quantifind,,,,2026-03-07,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
378,BJC Health System,,,,2026-03-07,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
379,HomeBase,,,,2026-03-07,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
380,iCapital,,,,2026-03-07,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
381,Axcelis,,,,2026-03-07,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
382,Pairwise,,,,2026-03-07,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
383,Kickoff,,,,2026-03-08,,Applied,Fulltime,9,,2026-05-09 13:21:12.153358
384,RAPP,,,,2026-03-08,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
385,McKinsey,,,,2026-03-08,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
386,LightCast,,,,2026-03-08,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
387,Berkshire Hathaway,,,,2026-03-09,,Rejected,Fulltime,3,,2026-05-09 13:21:12.153358
388,Dime Line Trading,,,,2026-03-09,,Rejected,Fulltime,6,,2026-05-09 13:21:12.153358
389,Roper,,,,2026-03-09,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
390,Syngenta,,,,2026-03-09,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
391,CreditKarma,,,,2026-03-09,,Applied,Fulltime,6,,2026-05-09 13:21:12.153358
392,Attune,,,,2026-03-09,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
393,Calico,,,,2026-03-09,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
394,Operio,,,,2026-03-09,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
395,Root,,,,2026-03-11,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
396,SewerAI,,,,2026-03-11,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
397,Chewy*,,,,2026-03-11,,Rejected,Fulltime,4,,2026-05-09 13:21:12.153358
398,Prosper,,,,2026-03-11,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
399,AntkinsRealis*,,,,2026-03-11,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
400,Fico,,,,2026-03-11,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
401,Pepsico,,,,2026-03-11,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
402,Tavern*,,,,2026-03-11,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
403,Babel*,,,,2026-03-11,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
404,Hertz,,,,2026-03-12,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
405,Jerry,,,,2026-03-12,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
406,Nasdaq,,,,2026-03-12,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
407,Create Music Group,,,,2026-03-13,,Applied,Fulltime,4,,2026-05-09 13:21:12.153358
408,Hearst,,,,2026-03-13,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
409,Seismic,,,,2026-03-13,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
410,Avride*,,,,2026-03-13,,Rejected,Fulltime,6,,2026-05-09 13:21:12.153358
411,Delloite,,,,2026-03-13,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
412,HolidayInn,,,,2026-03-15,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
413,GXO,,,,2026-03-15,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
414,ShipERP,,,,2026-03-15,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
415,Cleo,,,,2026-03-15,,Rejected,Fulltime,6,,2026-05-09 13:21:12.153358
416,N-Able*,,,,2026-03-15,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
417,Starbucks,,,,2026-03-15,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
418,Lincare,,,,2026-03-15,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
419,William Blair*,,,,2026-03-15,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
420,TrellisAI,,,,2026-03-17,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
421,Crustdata,,,,2026-03-17,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
422,SiriusXM,,,,2026-03-17,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
423,Revalize,,,,2026-03-17,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
424,Quid,,,,2026-03-17,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
425,VideoAmp*,,,,2026-03-17,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
426,Fiserv,,,,2026-03-17,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
427,Planview,,,,2026-03-17,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
428,FieldAI,,,,2026-03-17,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
429,Thorne,,,,2026-03-17,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
430,ICE,,,,2026-03-17,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
431,Arevon,,,,2026-03-17,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
432,Bimbo Bakeries,,,,2026-03-19,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
433,HomeServe,,,,2026-03-21,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
434,Nooks*,,,,2026-03-21,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
435,Lam Research,,,,2026-03-21,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
436,Burlington,,,,2026-03-21,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
437,Eli Lilly,,,,2026-03-21,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
438,Gray Swan,,,,2026-03-21,,Applied,Fulltime,4,,2026-05-09 13:21:12.153358
439,Loenbro,,,,2026-03-23,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
440,Parallel Rail,,,,2026-03-23,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
441,Machinify,,,,2026-03-24,,Applied,Fulltime,6,,2026-05-09 13:21:12.153358
442,You.com,,,,2026-03-24,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
443,BECU,,,,2026-03-24,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
444,Amgen,,,,2026-03-24,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
445,Yum! Brands,,,,2026-03-24,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
446,Mastercard,,,,2026-03-24,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
447,Possible Finance,,,,2026-03-24,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
448,Marmon Holdings,,,,2026-03-24,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
449,Eudia,,,,2026-03-24,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
450,IFS,,,,2026-03-24,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
451,Scribd Inc,,,,2026-03-26,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
452,National Interstate,,,,2026-03-26,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
453,Rational Dynamics,,,,2026-03-26,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
454,Analog Devices,,,,2026-03-26,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
455,Wells Fargo,,,,2026-03-26,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
456,Fortinet,,,,2026-03-28,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
457,Definitive Healthcare,,,,2026-03-28,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
458,Within,,,,2026-03-28,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
459,Edward,,,,2026-03-28,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
460,Spring Health,,,,2026-03-28,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
461,V7,,,,2026-03-28,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
462,Qualcomm,,,,2026-03-29,,Rejected,Fulltime,8,,2026-05-09 13:21:12.153358
463,Masimo,,,,2026-03-29,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
464,Protégé,,,,2026-03-29,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
465,DiDi,,,,2026-03-29,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
466,Mutual of Omaha,,,,2026-03-30,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
467,Traackr,,,,2026-03-30,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
468,AllCloud,,,,2026-03-30,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
469,The Aspen Group,,,,2026-03-30,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
470,Uber Freight,,,,2026-03-30,,Rejected,Fulltime,4,,2026-05-09 13:21:12.153358
471,InflectionAI,,,,2026-03-30,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
472,Avis Budget Group,,,,2026-03-31,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
473,Cinemark,,,,2026-04-01,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
474,Aeva,,,,2026-04-01,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
475,Aily Labs,,Madrid,,2026-04-01,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
476,Amplitude,,,,2026-04-01,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
477,Akur8,,,,2026-04-01,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
478,Cambia,,,,2026-04-02,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
479,Western Digital,,,,2026-04-02,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
480,Modern Amenities,,,,2026-04-02,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
481,Fuse Machines,,,,2026-04-02,,Rejected,Fulltime,5,,2026-05-09 13:21:12.153358
482,Corridor,,,,2026-04-03,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
483,Collate,,,,2026-04-03,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
484,Leap Tools,,,,2026-04-03,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
485,Garner Health,,,,2026-04-03,,Rejected,Fulltime,6,,2026-05-09 13:21:12.153358
486,Mozilla,,,,2026-04-03,,Rejected,Fulltime,3,,2026-05-09 13:21:12.153358
487,Redwood,,,,2026-04-03,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
488,NewsBreak,,,,2026-04-03,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
489,UnitX,,,,2026-04-04,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
490,B3 Consulting,,Sweden,,2026-04-04,,Rejected,Fulltime,3,,2026-05-09 13:21:12.153358
491,Dassault Systemes,,,,2026-04-04,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
492,Extend,,,,2026-04-04,,Rejected,Fulltime,4,,2026-05-09 13:21:12.153358
493,Bombora,,,,2026-04-05,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
494,Triumph.gg,,,,2026-04-05,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
495,Elastix AI,,,,2026-04-05,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
496,Bland AI,,,,2026-04-05,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
497,Deccan AI,,,,2026-04-05,,Applied,Fulltime,5,,2026-05-09 13:21:12.153358
498,Shepherd,,,,2026-04-05,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
499,Cadence Solutions,,,,2026-04-06,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
500,Four Kites,,,,2026-04-06,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
501,Cognition,,,,2026-04-06,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
502,Equifax,,,,2026-04-06,,Rejected,Fulltime,7,,2026-05-09 13:21:12.153358
503,Profound,,,,2026-04-06,,Applied,Fulltime,14,,2026-05-09 13:21:12.153358
504,EvolutionIQ,,,,2026-04-06,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
505,PlusAI,,,,2026-04-08,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
506,Brain Co.,,,,2026-04-08,,Rejected,Fulltime,5,,2026-05-09 13:21:12.153358
507,Dandy,,,,2026-04-08,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
508,Sage Care Inc,,,,2026-04-08,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
509,AE Studio,,,,2026-04-08,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
510,OneMagnify,,,,2026-04-08,,Rejected,Fulltime,5,,2026-05-09 13:21:12.153358
511,Deluxe,,,,2026-04-08,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
512,Bain Capital,,,,2026-04-08,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
513,Alignment Health,,,,2026-04-09,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
514,Ascot*,,,,2026-04-10,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
515,BioRender,,,,2026-04-10,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
516,Gotion,,,,2026-04-10,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
517,Colgate-Palmolive,,,,2026-04-10,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
518,Fractal,,India,,2026-04-10,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
519,Quantifi,,,,2026-04-11,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
520,CrewAI,,,,2026-04-11,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
521,Ema,,,,2026-04-11,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
522,HumanSignal,,,,2026-04-11,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
523,Harmonic,,,,2026-04-11,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
524,Niron Magnetics,,,,2026-04-12,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
525,Nothern Trust,,,,2026-04-12,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
526,Reducto*,,,,2026-04-12,,Applied,Fulltime,10,,2026-05-09 13:21:12.153358
527,Coris*,,,,2026-04-12,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
528,Oversight,,,,2026-04-13,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
529,Metropolis,,,,2026-04-13,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
530,UJET.cx,,,,2026-04-13,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
531,CTGT,,,,2026-04-13,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
532,Abaka AI,,,,2026-04-13,,Applied,Fulltime,4,,2026-05-09 13:21:12.153358
533,Arlo,,,,2026-04-13,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
534,Fusion Risk Management,,,,2026-04-14,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
535,Reever*,,,,2026-04-14,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
536,Sandbar,,,,2026-04-14,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
537,Virtu Financial*,,,,2026-04-14,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
538,Latent,,,,2026-04-14,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
539,Kion Group,,,,2026-04-14,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
540,ExaCare AI,,,,2026-04-15,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
541,Daydream*,,,,2026-04-15,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
542,Visteon,,,,2026-04-15,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
543,Tailored Brands,,,,2026-04-15,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
544,BillGo,,,,2026-04-15,,Applied,Fulltime,4,,2026-05-09 13:21:12.153358
545,Confie,,,,2026-04-15,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
546,Kohls,,,,2026-04-16,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
547,Qloo,,,,2026-04-16,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
548,NBCUniversal,,,,2026-04-16,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
